0.51	3.76	6	5
0.51	3.89	6	7
0.51	3.92	3	4
0.51	4.07	5	2
0.51	4.16	7	7
0.51	4.29	8	5
0.51	4.37	7	8
0.51	4.44	4	9
0.51	4.52	2	4
0.51	4.61	2	2
0.51	4.73	4	3
0.51	4.89	8	10
0.51	4.92	5	7
0.51	5.00	7	4
0.74	0.00	2	10
0.74	0.16	3	9
0.74	0.24	4	8
0.74	0.37	5	7
0.74	0.44	6	6
0.74	0.52	7	5
0.74	0.68	8	4
0.74	0.73	9	3
0.74	0.80	10	2
0.74	0.92	9	2
0.74	1.00	8	3
0.74	1.16	7	4
0.74	1.29	6	5
0.74	1.37	5	6
0.74	1.44	4	7
0.74	1.55	3	8
0.74	1.68	2	9
0.74	1.73	3	10
0.74	1.89	3	4
0.74	1.92	4	4
0.74	2.07	5	6
0.74	2.16	6	2
0.74	2.24	3	3
0.74	2.31	4	10
0.74	2.44	2	4
0.74	2.52	10	6
0.74	2.68	7	5
0.74	2.73	8	7
0.74	2.80	9	3
0.74	2.92	3	4
0.74	3.00	2	6
0.74	3.11	5	7
0.74	3.16	6	10
0.74	3.31	9	9
0.74	3.37	2	2
0.74	3.44	4	4
0.74	3.52	10	5
0.74	3.68	10	10
0.74	3.76	6	5
0.74	3.89	6	7
0.74	3.92	3	4
0.74	4.07	5	2
0.74	4.16	7	7
0.74	4.29	8	5
0.74	4.37	7	8
0.74	4.44	4	9
0.74	4.52	2	4
0.74	4.61	2	2
0.74	4.73	4	3
0.74	4.89	8	10
0.74	4.92	5	7
0.74	5.00	7	4
1.17	0.00	2	10
1.17	0.16	3	9
1.17	0.24	4	8
1.17	0.37	5	7
1.17	0.44	6	6
1.17	0.52	7	5
1.17	0.68	8	4
1.17	0.73	9	3
1.17	0.80	10	2
1.17	0.92	9	2
1.17	1.00	8	3
1.17	1.16	7	4
1.17	1.29	6	5
1.17	1.37	5	6
1.17	1.44	4	7
1.17	1.55	3	8
1.17	1.68	2	9
1.17	1.73	3	10
1.17	1.89	3	4
1.17	1.92	4	4
1.17	2.07	5	6
1.17	2.16	6	2
1.17	2.24	3	3
1.17	2.31	4	10
1.17	2.44	2	4
1.17	2.52	10	6
1.17	2.68	7	5
1.17	2.73	8	7
1.17	2.80	9	3
1.17	2.92	3	4
1.17	3.00	2	6
1.17	3.11	5	7
1.17	3.16	6	10
1.17	3.31	9	9
1.17	3.37	2	2
1.17	3.44	4	4
1.17	3.52	10	5
1.17	3.68	10	10
1.17	3.76	6	5
1.17	3.89	6	7
1.17	3.92	3	4
1.17	4.07	5	2
1.17	4.16	7	7
1.17	4.29	8	5
1.17	4.37	7	8
1.17	4.44	4	9
1.17	4.52	2	4
1.17	4.61	2	2
1.17	4.73	4	3
1.17	4.89	8	10
1.17	4.92	5	7
1.09	5.00	7	4
1.31	0.00	2	10
1.31	0.16	3	9
1.31	0.24	4	8
1.31	0.37	5	7
1.31	0.44	6	6
1.31	0.52	7	5
1.31	0.68	8	4
1.31	0.73	9	3
1.31	0.80	10	2
1.31	0.92	9	2
1.31	1.00	8	3
1.31	1.16	7	4
1.31	1.29	6	5
1.31	1.37	5	6
1.31	1.44	4	7
1.31	1.55	3	8
1.31	1.68	2	9
1.31	1.73	3	10
1.31	1.89	3	4
1.31	1.92	4	4
1.31	2.07	5	6
1.31	2.16	6	2
1.31	2.24	3	3
1.31	2.31	4	10
1.31	2.44	2	4
1.31	2.52	10	6
1.31	2.68	7	5
1.31	2.73	8	7
1.31	2.80	9	3
1.31	2.92	3	4
1.31	3.00	2	6
1.31	3.11	5	7
1.31	3.16	6	10
1.31	3.31	9	9
1.31	3.37	2	2
1.31	3.44	4	4
1.31	3.52	10	5
1.31	3.68	10	10
1.31	3.76	6	5
1.31	3.89	6	7
1.31	3.92	3	4
1.31	4.07	5	2
1.31	4.16	7	7
1.31	4.29	8	5
1.31	4.37	7	8
1.31	4.44	4	9
1.31	4.52	2	4
1.31	4.61	2	2
1.31	4.73	4	3
1.31	4.89	8	10
1.31	4.92	5	7
1.31	5.00	7	4
1.67	0.00	2	10
1.67	0.16	3	9
1.67	0.24	4	8
1.67	0.37	5	7
1.67	0.44	6	6
1.67	0.52	7	5
1.67	0.68	8	4
1.67	0.73	9	3
1.67	0.80	10	2
1.67	0.92	9	2
1.67	1.00	8	3
1.67	1.16	7	4
1.67	1.29	6	5
1.67	1.37	5	6
1.67	1.44	4	7
1.67	1.55	3	8
1.67	1.68	2	9
1.67	1.73	3	10
1.67	1.89	3	4
1.67	1.92	4	4
1.67	2.07	5	6
1.67	2.16	6	2
1.67	2.24	3	3
1.67	2.31	4	10
1.67	2.44	2	4
1.67	2.52	10	6
1.67	2.68	7	5
1.67	2.73	8	7
1.67	2.80	9	3
1.67	2.92	3	4
1.67	3.00	2	6
1.67	3.11	5	7
1.67	3.16	6	10
1.67	3.31	9	9
1.67	3.37	2	2
1.67	3.44	4	4
1.67	3.52	10	5
1.67	3.68	10	10
1.67	3.76	6	5
1.67	3.89	6	7
1.67	3.92	3	4
1.67	4.07	5	2
1.67	4.16	7	7
1.67	4.29	8	5
1.67	4.37	7	8
1.67	4.44	4	9
1.67	4.52	2	4
1.67	4.61	2	2
1.67	4.73	4	3
1.67	4.89	8	10
1.67	4.92	5	7
1.67	5.00	7	4
1.93	0.00	2	10
1.93	0.16	3	9
1.93	0.24	4	8
1.93	0.37	5	7
1.93	0.44	6	6
1.93	0.52	7	5
1.93	0.68	8	4
1.93	0.73	9	3
1.93	0.80	10	2
1.93	0.92	9	2
1.93	1.00	8	3
1.93	1.16	7	4
1.93	1.29	6	5
1.93	1.37	5	6
1.93	1.44	4	7
1.93	1.55	3	8
1.93	1.68	2	9
1.93	1.73	3	10
1.93	1.89	3	4
1.93	1.92	4	4
1.93	2.07	5	6
1.93	2.16	6	2
1.93	2.24	3	3
1.93	2.31	4	10
1.93	2.44	2	4
1.93	2.52	10	6
1.93	2.68	7	5
1.93	2.73	8	7
1.93	2.80	9	3
1.93	2.92	3	4
1.93	3.00	2	6
1.93	3.11	5	7
1.93	3.16	6	10
1.93	3.31	9	9
1.93	3.37	2	2
1.93	3.44	4	4
1.93	3.52	10	5
1.93	3.68	10	10
1.93	3.76	6	5
1.93	3.89	6	7
1.93	3.92	3	4
1.93	4.07	5	2
1.93	4.16	7	7
1.93	4.29	8	5
1.93	4.37	7	8
1.93	4.44	4	9
1.93	4.52	2	4
1.93	4.61	2	2
1.93	4.73	4	3
1.93	4.89	8	10
1.93	4.92	5	7
1.99	5.00	7	4
2.26	0.00	2	10
2.26	0.16	3	9
2.26	0.24	4	8
2.26	0.37	5	7
2.26	0.44	6	6
2.26	0.52	7	5
2.26	0.68	8	4
2.26	0.73	9	3
2.26	0.80	10	2
2.26	0.92	9	2
2.26	1.00	8	3
2.26	1.16	7	4
2.26	1.29	6	5
2.26	1.37	5	6
2.26	1.44	4	7
2.26	1.55	3	8
2.26	1.68	2	9
2.26	1.73	3	10
2.26	1.89	3	4
2.26	1.92	4	4
2.26	2.07	5	6
2.26	2.16	6	2
2.26	2.24	3	3
2.26	2.31	4	10
2.26	2.44	2	4
2.26	2.52	10	6
2.26	2.68	7	5
2.26	2.73	8	7
2.26	2.80	9	3
2.26	2.92	3	4
2.26	3.00	2	6
2.26	3.11	5	7
2.26	3.16	6	10
2.26	3.31	9	9
2.26	3.37	2	2
2.26	3.44	4	4
2.26	3.52	10	5
2.26	3.68	10	10
2.26	3.76	6	5
2.26	3.89	6	7
2.26	3.92	3	4
2.26	4.07	5	2
2.26	4.16	7	7
2.26	4.29	8	5
2.26	4.37	7	8
2.26	4.44	4	9
2.26	4.52	2	4
2.26	4.61	2	2
2.26	4.73	4	3
2.26	4.89	8	10
2.26	4.92	5	7
2.26	5.00	7	4
2.55	0.00	2	10
2.55	0.16	3	9
2.55	0.24	4	8
2.55	0.37	5	7
2.55	0.44	6	6
2.55	0.52	7	5
2.55	0.68	8	4
2.55	0.73	9	3
2.55	0.80	10	2
2.55	0.92	9	2
2.55	1.00	8	3
2.55	1.16	7	4
2.55	1.29	6	5
2.55	1.37	5	6
2.55	1.44	4	7
2.55	1.55	3	8
2.55	1.68	2	9
2.55	1.73	3	10
2.55	1.89	3	4
2.55	1.92	4	4
2.55	2.07	5	6
2.55	2.16	6	2
2.55	2.24	3	3
2.55	2.31	4	10
2.55	2.44	2	4
2.55	2.52	10	6
2.55	2.68	7	5
2.55	2.73	8	7
2.55	2.80	9	3
2.55	2.92	3	4
2.55	3.00	2	6
2.55	3.11	5	7
2.55	3.16	6	10
2.55	3.31	9	9
2.55	3.37	2	2
2.55	3.44	4	4
2.55	3.52	10	5
2.55	3.68	10	10
2.55	3.76	6	5
2.55	3.89	6	7
2.55	3.92	3	4
2.55	4.07	5	2
2.55	4.16	7	7
2.55	4.29	8	5
2.55	4.37	7	8
2.55	4.44	4	9
2.55	4.52	2	4
2.55	4.61	2	2
2.55	4.73	4	3
2.55	4.89	8	10
2.55	4.92	5	7
2.55	5.00	7	4
2.55	0.00	2	10
2.55	0.16	3	9
2.55	0.24	4	8
2.55	0.37	5	7
2.55	0.44	6	6
2.55	0.52	7	5
2.55	0.68	8	4
2.55	0.73	9	3
2.55	0.80	10	2
2.55	0.92	9	2
2.55	1.00	8	3
2.55	1.16	7	4
2.55	1.29	6	5
2.55	1.37	5	6
2.55	1.44	4	7
2.55	1.55	3	8
2.55	1.68	2	9
2.55	1.73	3	10
2.55	1.89	3	4
2.55	1.92	4	4
2.55	2.07	5	6
2.55	2.16	6	2
2.55	2.24	3	3
2.55	2.31	4	10
2.55	2.44	2	4
2.55	2.52	10	6
2.55	2.68	7	5
2.55	2.73	8	7
2.55	2.80	9	3
2.55	2.92	3	4
2.55	3.00	2	6
2.55	3.11	5	7
2.55	3.16	6	10
2.55	3.31	9	9
2.55	3.37	2	2
2.55	3.44	4	4
2.55	3.52	10	5
2.55	3.68	10	10
2.55	3.76	6	5
2.55	3.89	6	7
2.55	3.92	3	4
2.55	4.07	5	2
2.55	4.16	7	7
2.55	4.29	8	5
2.55	4.37	7	8
2.55	4.44	4	9
2.55	4.52	2	4
2.55	4.61	2	2
2.55	4.73	4	3
2.55	4.89	8	10
2.55	4.92	5	7
2.55	5.00	7	4
2.55	0.00	2	10
2.55	0.16	3	9
2.55	0.24	4	8
2.55	0.37	5	7
2.55	0.44	6	6
2.55	0.52	7	5
2.55	0.68	8	4
2.55	0.73	9	3
2.55	0.80	10	2
2.55	0.92	9	2
2.55	1.00	8	3
2.55	1.16	7	4
2.55	1.29	6	5
2.55	1.37	5	6
2.55	1.44	4	7
2.55	1.55	3	8
2.55	1.68	2	9
2.55	1.73	3	10
2.55	1.89	3	4
2.55	1.92	4	4
2.55	2.07	5	6
2.55	2.16	6	2
2.55	2.24	3	3
2.55	2.31	4	10
2.55	2.44	2	4
2.55	2.52	10	6
2.55	2.68	7	5
2.55	2.73	8	7
2.55	2.80	9	3
2.55	2.92	3	4
2.55	3.00	2	6
2.55	3.11	5	7
2.55	3.16	6	10
2.55	3.31	9	9
2.55	3.37	2	2
2.55	3.44	4	4
2.55	3.52	10	5
2.55	3.68	10	10
2.55	3.76	6	5
2.55	3.89	6	7
2.55	3.92	3	4
2.55	4.07	5	2
2.55	4.16	7	7
2.55	4.29	8	5
2.55	4.37	7	8
2.55	4.44	4	9
2.55	4.52	2	4
2.55	4.61	2	2
2.55	4.73	4	3
2.55	4.89	8	10
2.55	4.92	5	7
2.55	5.00	7	4
2.76	0.00	2	10
2.76	0.16	3	9
2.76	0.24	4	8
2.76	0.37	5	7
2.76	0.44	6	6
2.76	0.52	7	5
2.76	0.68	8	4
2.76	0.73	9	3
2.76	0.80	10	2
2.76	0.92	9	2
2.76	1.00	8	3
2.76	1.16	7	4
2.76	1.29	6	5
2.76	1.37	5	6
2.76	1.44	4	7
2.76	1.55	3	8
2.76	1.68	2	9
2.76	1.73	3	10
2.76	1.89	3	4
2.76	1.92	4	4
2.76	2.07	5	6
2.76	2.16	6	2
2.76	2.24	3	3
2.76	2.31	4	10
2.76	2.44	2	4
2.76	2.52	10	6
2.76	2.68	7	5
2.76	2.73	8	7
2.76	2.80	9	3
2.76	2.92	3	4
2.76	3.00	2	6
2.76	3.11	5	7
2.76	3.16	6	10
2.76	3.31	9	9
2.76	3.37	2	2
2.76	3.44	4	4
2.76	3.52	10	5
2.76	3.68	10	10
2.76	3.76	6	5
2.76	3.89	6	7
2.76	3.92	3	4
2.76	4.07	5	2
2.76	4.16	7	7
2.76	4.29	8	5
2.76	4.37	7	8
2.76	4.44	4	9
2.76	4.52	2	4
2.76	4.61	2	2
2.76	4.73	4	3
2.76	4.89	8	10
2.76	4.92	5	7
2.76	5.00	7	4
3.04	0.00	2	10
3.04	0.16	3	9
3.04	0.24	4	8
3.04	0.37	5	7
3.04	0.44	6	6
3.04	0.52	7	5
3.04	0.68	8	4
3.04	0.73	9	3
3.04	0.80	10	2
3.04	0.92	9	2
3.04	1.00	8	3
3.04	1.16	7	4
3.04	1.29	6	5
3.04	1.37	5	6
3.04	1.44	4	7
3.04	1.55	3	8
3.04	1.68	2	9
3.04	1.73	3	10
3.04	1.89	3	4
3.04	1.92	4	4
3.04	2.07	5	6
3.04	2.16	6	2
3.04	2.24	3	3
3.04	2.31	4	10
3.04	2.44	2	4
3.04	2.52	10	6
3.04	2.68	7	5
3.04	2.73	8	7
3.04	2.80	9	3
3.04	2.92	3	4
3.04	3.00	2	6
3.04	3.11	5	7
3.04	3.16	6	10
3.04	3.31	9	9
3.04	3.37	2	2
3.04	3.44	4	4
3.04	3.52	10	5
3.04	3.68	10	10
3.04	3.76	6	5
3.04	3.89	6	7
3.04	3.92	3	4
3.04	4.07	5	2
3.04	4.16	7	7
3.04	4.29	8	5
3.04	4.37	7	8
3.04	4.44	4	9
3.04	4.52	2	4
3.04	4.61	2	2
3.04	4.73	4	3
3.04	4.89	8	10
3.04	4.92	5	7
3.04	5.00	7	4
3.28	0.00	2	10
3.28	0.16	3	9
3.28	0.24	4	8
3.28	0.37	5	7
3.28	0.44	6	6
3.28	0.52	7	5
3.28	0.68	8	4
3.28	0.73	9	3
3.28	0.80	10	2
3.28	0.92	9	2
3.28	1.00	8	3
3.28	1.16	7	4
3.28	1.29	6	5
3.28	1.37	5	6
3.28	1.44	4	7
3.28	1.55	3	8
3.28	1.68	2	9
3.28	1.73	3	10
3.28	1.89	3	4
3.28	1.92	4	4
3.28	2.07	5	6
3.28	2.16	6	2
3.28	2.24	3	3
3.28	2.31	4	10
3.28	2.44	2	4
3.28	2.52	10	6
3.28	2.68	7	5
3.28	2.73	8	7
3.28	2.80	9	3
3.28	2.92	3	4
3.28	3.00	2	6
3.28	3.11	5	7
3.28	3.16	6	10
3.28	3.31	9	9
3.28	3.37	2	2
3.28	3.44	4	4
3.28	3.52	10	5
3.28	3.68	10	10
3.28	3.76	6	5
3.28	3.89	6	7
3.28	3.92	3	4
3.28	4.07	5	2
3.28	4.16	7	7
3.28	4.29	8	5
3.28	4.37	7	8
3.28	4.44	4	9
3.28	4.52	2	4
3.28	4.61	2	2
3.28	4.73	4	3
3.28	4.89	8	10
3.28	4.92	5	7
3.28	5.00	7	4
3.59	0.00	2	10
3.59	0.16	3	9
3.59	0.24	4	8
3.59	0.37	5	7
3.59	0.44	6	6
3.59	0.52	7	5
3.59	0.68	8	4
3.59	0.73	9	3
3.59	0.80	10	2
3.59	0.92	9	2
3.59	1.00	8	3
3.59	1.16	7	4
3.59	1.29	6	5
3.59	1.37	5	6
3.59	1.44	4	7
3.59	1.55	3	8
3.59	1.68	2	9
3.59	1.73	3	10
3.59	1.89	3	4
3.59	1.92	4	4
3.59	2.07	5	6
3.59	2.16	6	2
3.59	2.24	3	3
3.59	2.31	4	10
3.59	2.44	2	4
3.59	2.52	10	6
3.59	2.68	7	5
3.59	2.73	8	7
3.59	2.80	9	3
3.59	2.92	3	4
3.59	3.00	2	6
3.59	3.11	5	7
3.59	3.16	6	10
3.59	3.31	9	9
3.59	3.37	2	2
3.59	3.44	4	4
3.59	3.52	10	5
3.59	3.68	10	10
3.59	3.76	6	5
3.59	3.89	6	7
3.59	3.92	3	4
3.59	4.07	5	2
3.59	4.16	7	7
3.59	4.29	8	5
3.59	4.37	7	8
3.59	4.44	4	9
3.59	4.52	2	4
3.59	4.61	2	2
3.59	4.73	4	3
3.59	4.89	8	10
3.59	4.92	5	7
3.59	5.00	7	4
3.75	0.00	2	10
3.75	0.16	3	9
3.75	0.24	4	8
3.75	0.37	5	7
3.75	0.44	6	6
3.75	0.52	7	5
3.75	0.68	8	4
3.75	0.73	9	3
3.75	0.80	10	2
3.75	0.92	9	2
3.75	1.00	8	3
3.75	1.16	7	4
3.75	1.29	6	5
3.75	1.37	5	6
3.75	1.44	4	7
3.75	1.55	3	8
3.75	1.68	2	9
3.75	1.73	3	10
3.75	1.89	3	4
3.75	1.92	4	4
3.75	2.07	5	6
3.75	2.16	6	2
3.75	2.24	3	3
3.75	2.31	4	10
3.75	2.44	2	4
3.75	2.52	10	6
3.75	2.68	7	5
3.75	2.73	8	7
3.75	2.80	9	3
3.75	2.92	3	4
3.75	3.00	2	6
3.75	3.11	5	7
3.75	3.16	6	10
3.75	3.31	9	9
3.75	3.37	2	2
3.75	3.44	4	4
3.75	3.52	10	5
3.75	3.68	10	10
3.75	3.76	6	5
3.75	3.89	6	7
3.75	3.92	3	4
3.75	4.07	5	2
3.75	4.16	7	7
3.75	4.29	8	5
3.75	4.37	7	8
3.75	4.44	4	9
3.75	4.52	2	4
3.75	4.61	2	2
3.75	4.73	4	3
3.75	4.89	8	10
3.75	4.92	5	7
3.75	5.00	7	4
4.02	0.00	2	10
4.02	0.16	3	9
4.02	0.24	4	8
4.02	0.37	5	7
4.02	0.44	6	6
4.02	0.52	7	5
4.02	0.68	8	4
4.02	0.73	9	3
4.02	0.80	10	2
4.02	0.92	9	2
4.02	1.00	8	3
4.02	1.16	7	4
4.02	1.29	6	5
4.02	1.37	5	6
4.02	1.44	4	7
4.02	1.55	3	8
4.02	1.68	2	9
4.02	1.73	3	10
4.02	1.89	3	4
4.02	1.92	4	4
4.02	2.07	5	6
4.02	2.16	6	2
4.02	2.24	3	3
4.02	2.31	4	10
4.02	2.44	2	4
4.02	2.52	10	6
4.02	2.68	7	5
4.02	2.73	8	7
4.02	2.80	9	3
4.02	2.92	3	4
4.02	3.00	2	6
4.02	3.11	5	7
4.02	3.16	6	10
4.02	3.31	9	9
4.02	3.37	2	2
4.02	3.44	4	4
4.02	3.52	10	5
4.02	3.68	10	10
4.02	3.76	6	5
4.02	3.89	6	7
4.02	3.92	3	4
4.02	4.07	5	2
4.02	4.16	7	7
4.02	4.29	8	5
4.02	4.37	7	8
4.02	4.44	4	9
4.02	4.52	2	4
4.02	4.61	2	2
4.02	4.73	4	3
4.02	4.89	8	10
4.02	4.92	5	7
4.02	5.00	7	4
4.02	0.00	2	10
4.02	0.16	3	9
4.02	0.24	4	8
4.02	0.37	5	7
4.02	0.44	6	6
4.02	0.52	7	5
4.02	0.68	8	4
4.02	0.73	9	3
4.02	0.80	10	2
4.02	0.92	9	2
4.02	1.00	8	3
4.02	1.16	7	4
4.02	1.29	6	5
4.02	1.37	5	6
4.02	1.44	4	7
4.02	1.55	3	8
4.02	1.68	2	9
4.02	1.73	3	10
4.02	1.89	3	4
4.02	1.92	4	4
4.02	2.07	5	6
4.02	2.16	6	2
4.02	2.24	3	3
4.02	2.31	4	10
4.02	2.44	2	4
4.02	2.52	10	6
4.02	2.68	7	5
4.02	2.73	8	7
4.02	2.80	9	3
4.02	2.92	3	4
4.02	3.00	2	6
4.02	3.11	5	7
4.02	3.16	6	10
4.02	3.31	9	9
4.02	3.37	2	2
4.02	3.44	4	4
4.02	3.52	10	5
4.02	3.68	10	10
4.02	3.76	6	5
4.02	3.89	6	7
4.02	3.92	3	4
4.02	4.07	5	2
4.02	4.16	7	7
4.02	4.29	8	5
4.02	4.37	7	8
4.02	4.44	4	9
4.02	4.52	2	4
4.02	4.61	2	2
4.02	4.73	4	3
4.02	4.89	8	10
4.02	4.92	5	7
4.02	5.00	7	4
4.19	0.00	2	10
4.19	0.16	3	9
4.19	0.24	4	8
4.19	0.37	5	7
4.19	0.44	6	6
4.19	0.52	7	5
4.19	0.68	8	4
4.19	0.73	9	3
4.19	0.80	10	2
4.19	0.92	9	2
4.19	1.00	8	3
4.19	1.16	7	4
4.19	1.29	6	5
4.19	1.37	5	6
4.19	1.44	4	7
4.19	1.55	3	8
4.19	1.68	2	9
4.19	1.73	3	10
4.19	1.89	3	4
4.19	1.92	4	4
4.19	2.07	5	6
4.19	2.16	6	2
4.19	2.24	3	3
4.19	2.31	4	10
4.19	2.44	2	4
4.19	2.52	10	6
4.19	2.68	7	5
4.19	2.73	8	7
4.19	2.80	9	3
4.19	2.92	3	4
4.19	3.00	2	6
4.19	3.11	5	7
4.19	3.16	6	10
4.19	3.31	9	9
4.19	3.37	2	2
4.19	3.44	4	4
4.19	3.52	10	5
4.19	3.68	10	10
4.19	3.76	6	5
4.19	3.89	6	7
4.19	3.92	3	4
4.19	4.07	5	2
4.19	4.16	7	7
4.19	4.29	8	5
4.19	4.37	7	8
4.19	4.44	4	9
4.19	4.52	2	4
4.19	4.61	2	2
4.19	4.73	4	3
4.19	4.89	8	10
4.19	4.92	5	7
4.19	5.00	7	4
4.34	0.00	2	10
4.34	0.16	3	9
4.34	0.24	4	8
4.34	0.37	5	7
4.34	0.44	6	6
4.34	0.52	7	5
4.34	0.68	8	4
4.34	0.73	9	3
4.34	0.80	10	2
4.34	0.92	9	2
4.34	1.00	8	3
4.34	1.16	7	4
4.34	1.29	6	5
4.34	1.37	5	6
4.34	1.44	4	7
4.34	1.55	3	8
4.34	1.68	2	9
4.34	1.73	3	10
4.34	1.89	3	4
4.34	1.92	4	4
4.34	2.07	5	6
4.34	2.16	6	2
4.34	2.24	3	3
4.34	2.31	4	10
4.34	2.44	2	4
4.34	2.52	10	6
4.34	2.68	7	5
4.34	2.73	8	7
4.34	2.80	9	3
4.34	2.92	3	4
4.34	3.00	2	6
4.34	3.11	5	7
4.34	3.16	6	10
4.34	3.31	9	9
4.34	3.37	2	2
4.34	3.44	4	4
4.34	3.52	10	5
4.34	3.68	10	10
4.34	3.76	6	5
4.34	3.89	6	7
4.34	3.92	3	4
4.34	4.07	5	2
4.34	4.16	7	7
4.34	4.29	8	5
4.34	4.37	7	8
4.34	4.44	4	9
4.34	4.52	2	4
4.34	4.61	2	2
4.34	4.73	4	3
4.34	4.89	8	10
4.34	4.92	5	7
4.34	5.00	7	4
4.66	0.00	2	10
4.66	0.16	3	9
4.66	0.24	4	8
4.66	0.37	5	7
4.66	0.44	6	6
4.66	0.52	7	5
4.66	0.68	8	4
4.66	0.73	9	3
4.66	0.80	10	2
4.66	0.92	9	2
4.66	1.00	8	3
4.66	1.16	7	4
4.66	1.29	6	5
4.66	1.37	5	6
4.66	1.44	4	7
4.66	1.55	3	8
4.66	1.68	2	9
4.66	1.73	3	10
4.66	1.89	3	4
4.66	1.92	4	4
4.66	2.07	5	6
4.66	2.16	6	2
4.66	2.24	3	3
4.66	2.31	4	10
4.66	2.44	2	4
4.66	2.52	10	6
4.66	2.68	7	5
4.66	2.73	8	7
4.66	2.80	9	3
4.66	2.92	3	4
4.66	3.00	2	6
4.66	3.11	5	7
4.66	3.16	6	10
4.66	3.31	9	9
4.66	3.37	2	2
4.66	3.44	4	4
4.66	3.52	10	5
4.66	3.68	10	10
4.66	3.76	6	5
4.66	3.89	6	7
4.66	3.92	3	4
4.66	4.07	5	2
4.66	4.16	7	7
4.66	4.29	8	5
4.66	4.37	7	8
4.66	4.44	4	9
4.66	4.52	2	4
4.66	4.61	2	2
4.66	4.73	4	3
4.66	4.89	8	10
4.66	4.92	5	7
4.66	5.00	7	4
4.88	0.00	2	10
4.88	0.16	3	9
4.88	0.24	4	8
4.88	0.37	5	7
4.88	0.44	6	6
4.88	0.52	7	5
4.88	0.68	8	4
4.88	0.73	9	3
4.88	0.80	10	2
4.88	0.92	9	2
4.88	1.00	8	3
4.88	1.16	7	4
4.88	1.29	6	5
4.88	1.37	5	6
4.88	1.44	4	7
4.88	1.55	3	8
4.88	1.68	2	9
4.88	1.73	3	10
4.88	1.89	3	4
4.88	1.92	4	4
4.88	2.07	5	6
4.88	2.16	6	2
